epoch,train_loss,train_top1_accuracy,train_top5_accuracy,val_loss,val_top1_accuracy,val_top5_accuracy,test_loss,test_top1_accuracy,test_top5_accuracy
91,0.02319727146709986,99.88465974625143,100.0,1.7722555602652532,64.15343915343915,85.05291005291005,1.676574824216458,64.44620671424795,86.12212529738304
92,0.025199015224003123,99.77980497011639,99.98951452238649,1.7774571897447844,61.772486772486765,85.97883597883597,1.6650755938488893,64.23473433782712,86.46576790906688
93,0.02706780713047655,99.66446471636783,99.98951452238649,1.7461014354927002,62.566137566137556,85.44973544973546,1.6305894788612971,64.92201956119482,86.14855934443564
94,0.026307087619224883,99.67495019398133,99.94757261193247,1.7510935769856013,63.35978835978836,85.97883597883597,1.6200118151695784,64.94845360824742,86.80941052075073
95,0.025356290396790857,99.8007759253434,100.0,1.7874883470229657,61.24338624338625,85.05291005291005,1.6529636777663606,64.41977266719535,86.28072957969866
96,0.02331227520357803,99.83223235818392,99.979029044773,1.7970503121004806,61.64021164021164,85.44973544973546,1.6542906125950698,64.36690457309014,86.65080623843511
97,0.025230375940291642,99.73786305966237,99.96854356715949,1.7734471007987034,62.03703703703704,84.78835978835978,1.657185871930371,64.0496960084589,86.30716362675126
98,0.022019116065243594,99.84271783579743,100.0,1.787460125646842,62.698412698412696,84.78835978835978,1.6654897317883124,64.23473433782712,86.33359767380387
99,0.024078064815165445,99.67495019398133,99.98951452238649,1.7540180247013553,62.698412698412696,84.78835978835978,1.6303520108786524,65.34496431403647,86.22786148559345
100,0.021405312830753198,99.8217468805704,99.979029044773,1.7423444447898013,63.49206349206349,85.05291005291005,1.6289361368059654,65.42426645519429,86.65080623843511
