epoch,train_loss,train_top1_accuracy,train_top5_accuracy,val_loss,val_top1_accuracy,val_top5_accuracy,test_loss,test_top1_accuracy,test_top5_accuracy
1,4.351576774138316,4.676523015623357,16.16860648002516,4.4269805255689105,6.746031746031744,25.396825396825395,4.456190160162601,6.714247951361352,24.530795664816285
2,3.7987664115598827,11.30334486735871,32.42109678095837,4.0151149617998225,11.64021164021164,36.50793650793651,3.981921029424818,12.89981496167063,38.0385937086968
3,3.473728885194985,16.703365838313932,43.483275663206456,3.7834245600198453,17.328042328042326,42.85714285714286,3.88472290695044,17.023526301876814,43.74834787205921
4,3.1854813250791847,21.830764391318024,51.148159798678826,3.4631283489889215,20.63492063492064,50.13227513227514,3.478425272939287,21.38514406555644,50.621200105736186
5,2.943922101502046,27.377582048862326,57.16682394883087,3.5233204168708703,22.089947089947092,52.248677248677254,3.4862083824426264,23.47343378271214,53.05313243457574
6,2.7228659893021483,32.04361958687218,63.27985739750446,2.965458918951059,27.77777777777778,61.904761904761905,2.9181713242099545,30.39915411049432,62.41078509119746
7,2.522804895270696,36.35315088602285,67.65230156233616,2.7291495537287314,32.936507936507944,64.94708994708995,2.7840051178487664,32.06449907480835,63.83822363203806
8,2.334172627052537,41.55394778232149,71.83600713012478,2.9431906253099442,30.952380952380953,63.35978835978836,2.971682093362177,31.509384086703673,63.600317208564626
9,2.169983557113955,44.647163678305546,75.41155499633008,2.786648725247696,34.92063492063492,68.12169312169311,2.813742200593929,36.611155167856204,68.04123711340206
10,1.969995043603492,49.27125930586138,79.52186222082416,2.470318567439129,40.21164021164021,72.4867724867725,2.4898604868509038,40.07401533174729,72.37642083002908
11,1.8306921355782273,53.161371500471844,82.05934780329244,2.713071789082727,41.269841269841265,71.03174603174602,2.711435420573028,39.28099392016918,69.09859899550621
12,1.6779998863133074,56.21264548600189,83.90479186326937,2.6807529888851067,42.592592592592595,72.4867724867725,2.769038119617444,39.307427967221784,70.57890563045201
13,1.519852801020768,59.99790290447731,87.08189158016147,2.66499693181954,42.063492063492056,73.14814814814814,2.6339959760001657,43.08749669574412,72.5614591593973
14,1.4353685660314304,62.75558351682919,88.38209080423613,2.5697991198615022,44.57671957671958,72.4867724867725,2.6365914198072287,44.14485857784827,72.29711868887127
15,1.3001021666503818,65.81734297997274,89.93394149103491,2.4029557126133074,44.973544973544975,76.98412698412699,2.4284681397203216,45.730901401004495,76.47369812318266
16,1.1983948320475113,68.48065429380308,91.52773408828772,2.3310489970210364,48.80952380952381,76.05820105820106,2.3445462762933977,47.396246365318525,76.65873645255088
17,1.1022408830699855,70.9237705777498,92.42948516304918,2.1303904392217343,51.58730158730158,78.96825396825396,2.15572872626974,50.40972772931536,79.22283901665345
18,1.0086911286462383,73.0837789661319,93.49900387962671,2.397944091260433,48.94179894179894,78.43915343915344,2.4379983396352913,49.40523394131642,76.84377478191911
19,0.9298502911890841,75.33815665303555,94.23298731257209,2.1768347248435025,53.968253968253975,79.76190476190477,2.2373365000666587,51.86360031720856,78.61485593444357
20,0.8906687820597237,76.97389116074237,94.6524064171123,2.1845216650711867,53.042328042328045,77.91005291005291,2.2253716843033096,52.44514935236585,77.21385144065557
21,0.8128179253421713,78.72496592219775,95.57512844710077,2.193519947324929,54.365079365079374,79.76190476190477,2.1635552270388536,53.106000528680944,80.41237113402062
22,0.775652917899809,79.46943483275663,95.70095417846282,2.257862809731774,51.85185185185186,78.43915343915344,2.2660786462994507,52.127940787734595,78.00687285223368
23,0.7304982650847068,80.91643074342036,96.10988780538953,2.1692319322965647,54.629629629629626,81.34920634920636,2.24602693016588,53.87258789320645,80.67671160454665
24,0.6787267421924157,82.34245569885708,96.60270525322429,2.376988966684593,52.910052910052904,78.3068783068783,2.348277419803531,52.1543748347872,78.90563045202221
25,0.6423090093793323,83.24420677361853,97.01163888015098,2.3255300363427716,53.835978835978835,78.7037037037037,2.2758612093056927,53.42320909331219,79.24927306370606
26,0.6236193534564488,83.70556778861278,97.08503722344553,2.367928777419423,51.98412698412697,79.1005291005291,2.318542011690044,52.92096219931272,80.41237113402062
27,0.5816373417227334,84.53392052007969,97.45202893991821,2.04955535063198,57.27513227513228,81.74603174603175,2.1026051323613957,55.85514142215173,81.46973301612476
28,0.5764502782190385,84.84848484848484,97.69319492502883,2.096789818808534,55.29100529100529,81.61375661375662,2.0920996896117687,56.3573883161512,81.68120539254559
29,0.5288835610391867,86.138198594946,97.8295061340044,2.4758769949334427,53.3068783068783,81.34920634920636,2.3641589260196194,54.797779540047586,80.12159661644198
30,0.5120972774529398,86.88266750550487,97.86096256684492,2.399928678600363,54.232804232804234,80.02645502645503,2.38927989450785,54.53343906952155,79.91012424002115
31,0.49095022462914206,86.85121107266436,98.028730208661,2.5586379704580304,52.116402116402114,78.17460317460318,2.4844032997496854,52.63018768173408,79.35500925191647
32,0.46297522905545824,88.3296634161686,98.17552689525007,2.371658875089825,53.968253968253975,80.68783068783068,2.2712471724542307,54.8770816812054,80.9939201691779
33,0.45280090065037504,88.16189577435252,98.36426549229319,2.2403950780654625,56.613756613756614,81.08465608465607,2.2453923335424837,56.78033306899286,81.91911181601903
34,0.43132902299306125,88.9063646849114,98.44814931320121,2.528534977672022,51.19047619047619,79.36507936507937,2.4645288537360868,53.766851704996036,79.83082209886334
35,0.4274720292685167,88.59180035650624,98.53203313410926,2.709639785213297,53.3068783068783,79.8941798941799,2.5751690939592264,56.19878403383558,81.0203542162305
36,0.405385679769121,89.53549334172172,98.56348956694978,2.528667386700889,53.835978835978835,79.1005291005291,2.3450934034035202,55.009251916468415,80.94105207507269
37,0.39727891736553833,89.73471741637832,98.77319911921988,2.5199259634399285,53.43915343915344,79.62962962962963,2.4124724109304903,53.87258789320645,81.25826063970393
38,0.3632219197651669,90.69938135682081,98.8151410296739,2.597268202845742,55.29100529100529,79.76190476190477,2.4786168104297803,55.14142215173143,80.62384351044145
39,0.2024904261069954,95.34444793960365,99.59106637307329,2.0098457790709,60.84656084656085,83.59788359788361,1.9060623513248707,61.48559344435633,84.61538461538461
40,0.14253368706474417,97.34717416378315,99.75883401488937,2.1680533003473292,60.05291005291005,81.74603174603175,1.9849926768232204,62.33148295003965,84.40391223896378
41,0.12553575029440558,97.55688371605326,99.75883401488937,2.0501904712274572,58.5978835978836,83.46560846560847,1.8666990229512508,62.38435104414486,85.38197197991012
42,0.11045096392765934,97.72465135786935,99.8217468805704,2.110112842448871,60.84656084656085,82.01058201058201,1.9572633397520647,62.54295532646048,84.61538461538461
43,0.10510386798487109,97.89241899968543,99.8112614029569,2.0194169437718026,61.50793650793651,83.73015873015873,1.8349261146990237,63.04520222045995,85.77848268569919
44,0.09531354620777187,98.24892523854462,99.86368879102443,1.9273278550784056,62.96296296296296,83.2010582010582,1.8172329708407537,63.99682791435368,85.11763150938408
45,0.09371904552873601,98.31183810422564,99.87417426863794,1.9681476947099368,61.24338624338625,83.994708994709,1.83195894415895,63.15093840867036,85.59344435633096
46,0.08083720988863721,98.67882982069833,99.90563070147846,1.9722949767522986,61.111111111111114,83.86243386243386,1.8381562958712616,63.46814697330161,85.72561459159398
47,0.07595043474798961,98.73125720876585,99.92660165670546,1.9389167677132255,61.772486772486765,84.39153439153439,1.8066158060470399,63.54744911445942,85.80491673275179
48,0.07539552184600896,98.6159169550173,99.86368879102443,1.9321731538182472,62.698412698412696,84.12698412698413,1.830733081554527,63.97039386730108,85.8313507798044
49,0.07119338129725516,98.85708294012792,99.89514522386494,1.9393686215832862,62.03703703703704,84.78835978835978,1.865431558332076,62.78086174993391,85.11763150938408
50,0.06587800531755818,98.89902485058194,99.93708713431897,1.9655373965788274,61.24338624338625,83.59788359788361,1.8479987882744744,62.75442770288131,85.2498017446471
51,0.0669659886424088,98.87805389535494,99.90563070147846,1.9276018955797645,61.24338624338625,83.994708994709,1.8401540114316137,62.807295796986516,85.14406555643669
52,0.06228493812746917,99.08776344762504,99.89514522386494,1.9533437494059878,60.84656084656085,84.25925925925925,1.829206506675075,62.33148295003965,85.11763150938408
53,0.06233142469115772,99.08776344762504,99.90563070147846,1.9102521221305844,63.095238095238095,83.994708994709,1.7816951155189968,63.94395982024847,85.32910388580491
54,0.05635884028804016,99.32892943273566,99.95805808954597,1.9339295190058974,62.566137566137556,84.78835978835978,1.7948573972659023,64.60481099656357,86.17499339148824
55,0.05854089599148016,99.16116179091958,99.93708713431897,1.955726379051952,61.64021164021164,83.46560846560847,1.838383215927099,63.20380650277557,84.82685699180544
56,0.05696404633917891,99.14019083569256,99.94757261193247,1.9241950912978554,62.433862433862444,84.39153439153439,1.7848358708571561,63.811789584985455,86.09569125033043
57,0.053834784340756704,99.25553108944113,99.979029044773,1.9614327871133446,62.03703703703704,83.994708994709,1.770411144070044,64.0496960084589,85.9106529209622
58,0.054160691508305145,99.19261822376009,99.93708713431897,1.8949755895619371,62.433862433862444,83.46560846560847,1.7556357736357238,63.94395982024847,85.01189532117367
59,0.050250891037617096,99.37087134318968,99.93708713431897,1.9323060222173423,61.37566137566137,83.33333333333334,1.7742543735825698,63.441712926249004,85.32910388580491
60,0.048832155750051155,99.34990038796268,99.93708713431897,2.043505299876272,60.71428571428572,83.46560846560847,1.8380657566120668,62.75442770288131,84.61538461538461
61,0.04872713757185884,99.31844395512216,99.94757261193247,1.8352108083378926,62.830687830687836,84.78835978835978,1.7211152190412053,64.31403647898493,85.64631245043617
62,0.04937173097387767,99.36038586557618,99.92660165670546,1.7799576717127101,62.96296296296296,85.05291005291005,1.686599210994981,64.44620671424795,85.98995506212002
63,0.04739553152586664,99.31844395512216,99.96854356715949,1.8373144642201766,63.35978835978836,84.78835978835978,1.7156041244192801,64.63124504361618,86.43933386201428
64,0.04590993971729373,99.34990038796268,99.95805808954597,1.7883959912551002,63.095238095238095,84.92063492063492,1.695241731931736,64.28760243193233,85.80491673275179
65,0.04485883535828972,99.39184229841669,99.93708713431897,1.8481428477017048,64.94708994708995,84.92063492063492,1.746410515686968,64.71054718477399,85.8842188739096
66,0.04603040503966026,99.32892943273566,99.95805808954597,1.9800915039299172,62.698412698412696,84.52380952380952,1.8164810669430236,62.727993655828705,85.67274649748877
67,0.050799749385290686,99.2240746566006,99.89514522386494,1.9346561184747297,62.96296296296296,83.06878306878306,1.802153508737507,63.600317208564626,84.58895056833201
68,0.04083253501487819,99.50718255216525,99.95805808954597,1.8439337339166462,62.433862433862444,85.31746031746032,1.7300997915008098,64.0761300555115,86.30716362675126
69,0.040980562775853255,99.59106637307329,99.96854356715949,1.8535739376055156,62.830687830687836,84.65608465608466,1.7654398070731157,63.811789584985455,85.51414221517314
70,0.03943039908125367,99.50718255216525,99.98951452238649,1.878707034045242,61.772486772486765,83.59788359788361,1.8211868015280213,62.35791699709225,84.82685699180544
71,0.04669503948521671,99.44426968648422,99.95805808954597,1.93165337692963,62.698412698412696,84.12698412698413,1.8530385264510487,63.75892149088025,85.43484007401533
72,0.039074211054866456,99.6015518506868,99.95805808954597,1.8776480215797307,61.37566137566137,83.46560846560847,1.8273075524438371,62.56938937351308,84.82685699180544
73,0.0431303552986955,99.44426968648422,99.95805808954597,1.8213522900095038,62.96296296296296,83.994708994709,1.7419548252786239,63.732487443827644,85.35553793285752
74,0.03574698922653311,99.58058089545979,99.95805808954597,1.768898614538423,64.94708994708995,85.58201058201058,1.6850865992856408,65.02775574940523,86.22786148559345
75,0.034283021089741156,99.6120373283003,99.94757261193247,1.7923162825843693,64.15343915343915,85.18518518518519,1.7155685931718079,64.39333862014274,85.98995506212002
76,0.031252850248189114,99.6120373283003,99.94757261193247,1.8232191950389136,61.772486772486765,85.31746031746032,1.7330629778005684,63.94395982024847,85.77848268569919
77,0.02944515204004013,99.67495019398133,100.0,1.751687571319513,63.888888888888886,84.65608465608466,1.6619679311155235,65.00132170235263,86.25429553264605
78,0.02850485569260754,99.75883401488937,99.979029044773,1.7751058902208523,64.15343915343915,85.05291005291005,1.6952596531938904,64.86915146708961,85.98995506212002
79,0.0283662704270792,99.70640662682186,99.98951452238649,1.7418881871817187,62.96296296296296,85.44973544973546,1.6665678283940777,64.8162833729844,86.5450700502247
80,0.02775375028162312,99.69592114920835,99.979029044773,1.798465509362378,63.888888888888886,85.31746031746032,1.684492436704092,65.29209621993127,86.06925720327783
81,0.026656426535411937,99.74834853727587,99.979029044773,1.7761176799027263,62.830687830687836,84.92063492063492,1.6930241978859184,64.41977266719535,85.72561459159398
82,0.026616179184784743,99.75883401488937,99.98951452238649,1.7624766196755348,62.830687830687836,85.58201058201058,1.6628258205129676,64.7898493259318,86.49220195611949
83,0.027054200095084767,99.69592114920835,99.979029044773,1.788045364058053,62.830687830687836,85.18518518518519,1.6616279134144385,64.31403647898493,86.28072957969866
84,0.02519650071677274,99.83223235818392,99.979029044773,1.7618558030011047,63.49206349206349,84.65608465608466,1.6768491314485505,64.65767909066878,85.96352101506741
85,0.028721474595769972,99.65397923875432,99.979029044773,1.8395010242183882,62.698412698412696,85.05291005291005,1.7279262390154,63.67961934972244,85.857784826857
86,0.02639325786675102,99.70640662682186,99.979029044773,1.8443465937871026,62.301587301587304,83.86243386243386,1.7048162463753176,63.99682791435368,86.17499339148824
87,0.023444255852501136,99.87417426863794,99.98951452238649,1.76106109204725,62.169312169312164,85.05291005291005,1.656592374954443,64.26116838487972,85.72561459159398
88,0.026046924679368384,99.75883401488937,99.96854356715949,1.7380368336589436,63.095238095238095,86.77248677248677,1.6228985074976943,64.71054718477399,86.6243721913825
89,0.026239208275883948,99.66446471636783,99.979029044773,1.774424540911461,62.301587301587304,85.44973544973546,1.6768556740729383,65.00132170235263,86.51863600317209
90,0.02525840800826198,99.74834853727587,99.98951452238649,1.7625321149417066,63.62433862433863,84.92063492063492,1.6563294578091048,65.10705789056304,86.25429553264605
